"A","X1","X2","X3","X4","Yn1","Y0","Y1"
0,0.665464173762327,-0.987211743408388,-1.54732863448776,0,14.84763682,13.29331046,12.78130636
0,1.84697566683911,-0.0342414823707553,-0.235407052424473,0,16.33273756,16.01205522,15.6946438
0,-0.521520101835824,-0.828102326790718,-1.3292363843097,0,11.39337952,11.67496887,11.60756877
0,1.70467407963398,0.468115628518331,-0.24293423061617,0,13.80105517,15.10005083,15.22582701
0,0.359408693439447,0.215707717365763,-1.13557602823971,0,15.02134028,13.87886526,14.64446795
0,0.412648577676789,0.15507328095266,-0.626596442511157,0,13.3402814,14.36766486,11.96416117
0,-0.236805460232828,-2.24837447110555,-1.69682332679081,0,12.83753873,13.9852316,15.88753
0,0.247924654155965,-1.66689084614454,-1.64415277451745,0,14.76061313,16.42268422,12.5066056
0,0.845428821799836,-0.244986217351763,-1.0790462671874,0,14.60613899,15.47726776,14.85693324
0,1.16201642577856,-0.108488140695322,-2.03397493179806,0,19.20849632,19.97705777,18.78932154
0,1.3299019304185,0.394081373232381,-0.372335826103494,0,16.43973596,15.57419749,14.46081067
0,2.04914239680941,0.531568709538837,-0.384550098065678,0,15.39531033,15.13439903,15.01976285
0,0.946305691672085,-1.70215273766743,-1.4474180288043,0,14.42483092,13.92398111,10.50159635
0,0.507726936358247,-0.956371123678034,-0.662170270521542,0,12.97428478,11.80791223,12.73650208
0,1.04812433973981,0.908053544940074,-0.318747734621556,0,15.93555949,16.84578855,14.60843373
0,0.977344483964041,-0.00836682604580198,-1.20043732145189,0,15.72863369,16.03545528,15.90536177
0,3.19762691901176,-0.572621742030393,-0.574601115681711,0,18.40648918,18.48129503,16.84405314
0,0.569450815156192,-0.0899410918744142,-0.633950554770386,0,11.20910631,12.68489663,12.35618033
0,-1.01469147795131,-1.67284027475545,-1.92847547195908,0,10.365521,9.706120248,9.234828496
0,1.32617155280706,0.581758867166634,0.126231573469574,0,15.87875065,16.96919741,15.08894536
0,-0.251142827468712,-0.770285719060857,-1.03914795481013,0,11.02734331,11.8309212,13.63310213
0,1.72319325900237,0.50060118594209,-1.0204949119925,0,15.82181085,15.79117342,15.22214518
0,0.593500844897448,-0.937321749069427,-1.64554433108894,0,14.99915498,15.29219006,14.00723222
0,0.682028370932645,-1.03452574068963,-1.78649524476128,0,15.86151676,15.78458682,14.54609804
0,0.328164259002139,-0.6780003188421,-1.22186513014368,0,12.64440485,10.6802879,9.82132292
0,0.130018818455073,-1.28419536885061,-1.5768251552086,0,11.78852969,12.3883607,12.006003
0,0.424651994072542,-1.28345213799534,-1.04703055308459,0,10.84331158,12.8017741,10.69570713
0,0.968333605503391,-0.552120499513012,-0.745642389820634,0,16.35891123,16.66353106,16.22886866
0,-0.106094037685936,-1.08400000783636,-0.668732325560245,0,11.60247266,8.948330607,9.349473477
0,-0.552196384353011,-0.555141935848937,-1.64050013665684,0,10.05105297,9.180120291,10.44589959
0,0.136975320214534,-1.96197467513961,-1.47131472404183,0,13.1286319,12.8542007,11.28605267
0,0.56780085582413,-1.00078256062568,-1.60526809917137,0,17.62939102,12.55673864,15.04915247
0,-1.00929847801567,-0.264465501020957,-1.45699323279006,0,9.758742207,12.59238982,15.35026514
0,-0.181369216008261,-1.53302646897948,-2.01920323548031,0,16.39684516,15.98058056,14.76263991
0,0.422477907753684,-1.7212801090947,-1.31752298172104,0,10.45852653,11.87883587,11.09576427
0,-0.104537333506912,-0.905204892564512,-1.94729510034455,0,11.01196127,12.00735935,11.27554616
0,-0.179134952999204,-1.91809742650983,-1.85462704083733,0,12.73160128,9.866748042,12.70310192
0,-0.0751651839970233,-0.409687217601687,-0.603671023720753,0,9.542159831,9.85267035,8.622288151
0,0.04087721299617,-0.236904889526685,-0.793888022747018,0,9.784264977,11.03592718,12.02469938
0,0.230784841156972,-1.35537725696846,-0.981231421971068,0,14.34914098,12.98535964,10.79091816
0,-0.354515126522876,-1.90116254012343,-0.842948238058651,0,10.40213117,14.00738571,11.54438173
0,-0.66851928165827,-2.45198551886437,-1.92359980494958,0,10.04199379,8.767221328,8.617718028
0,-1.36573281906913,-1.38083708500068,-3.11359493586183,1,17.21311475,15.21381579,14.06702524
0,-1.03107585573516,-1.3077342762973,-1.19804942611367,0,10.84236864,13.24689966,16.2037037
0,-0.558963818493413,-0.361805350929544,-0.727484457132664,0,9.808650909,9.577922078,8.928571429
0,0.37004911822762,-1.07157184401244,-2.10505830610005,0,14.56337257,16.52360515,15.75983052
0,0.0433631981727217,-1.08741173942311,-1.61443452969035,0,14.71411435,13.55337639,13.55314259
0,-0.733403439567758,-1.05069488916006,-0.75522304191825,0,15.7480315,13.68776037,11.88078937
0,-0.0407341019215246,-1.61572669632911,-1.29809426359945,0,9.344970466,11.01806963,11.54388438
0,0.108806110219372,-0.873546543953694,-0.480971080403708,0,11.11852346,9.110596669,11.44112744
0,-0.105848055375529,-1.49379520318947,-1.60567847863789,0,8.461684731,11.98277476,10.00090917
0,-0.297177144361913,-0.567973083235938,-0.923499895668742,0,12.70029674,10.80821424,12.04227083
0,0.0999402777066659,-1.23791014822458,-1.04239483125908,0,19.32150079,19.76052303,15.7223796
0,-0.523513839101573,-0.0779238150146126,-2.28085642109409,0,32.87037037,29.65204236,27.684686
0,0.565018784490193,-0.79194217882086,-1.20917548597101,0,23.14511551,23.39806656,20.15548517
0,-0.239960361745289,-2.1628230589864,-1.69347373661133,0,22.43696546,26.38177259,26.09702199
0,-0.163655138190744,-1.22904490396968,-1.217733586611,0,19.62179748,23.00884956,17.9297597
0,1.64774137163201,0.314235787958065,-0.889104116248053,0,22.18296279,22.45747533,19.88425221
0,0.261202556839406,-0.095122625210542,-0.845723158689075,0,17.08180632,15.95906682,15.84693039
0,0.864582664376927,-0.995335616838543,-2.36457362089841,0,24.4052945,25.58799926,25.76300507
0,-0.439033313508175,-1.04988343183231,-2.26388640983243,0,37.91800756,38.47203274,34.22251139
0,0.277701414217613,-0.695236958878004,-1.68325110352291,0,24.31444241,24.59065198,18.52379595
0,-0.30117802577042,-2.01894792152387,-2.63908345699877,0,27.30741712,28.54122622,26.92527096
0,0.24814219839762,-1.46998424726464,-1.99818203278513,0,30.58586113,27.96092796,20.22872249
0,0.347569932755464,-1.34060032405267,-0.888933480180753,0,18.76931722,17.90978364,18.4882199
0,-0.137152893819805,-1.38467932721923,-2.1458105511494,0,28.29537612,23.91657897,20.79754046
0,2.93389233792137,1.07000548923356,0.170972455571602,0,19.92194718,19.26479963,17.54111447
0,0.254157261226619,-1.04195392813376,-1.29429142138508,0,22.73296593,23.91502276,17.40723775
0,-0.684889872189028,-0.577919247232001,-2.56538427916142,0,41.4960923,33.07706061,15.77810995
0,0.482076452371121,-0.371120570447851,-0.904526975096673,0,20.4336747,21.57964939,19.18667228
0,1.05267118993315,-1.08645139667874,-2.0920923547878,0,22.42564064,20.15303636,17.95010718
0,0.991972882068257,-0.864428148854115,-2.02566678958512,0,30.28931889,32.19811,27.34166941
0,0.309224160449046,-0.919059575331146,-1.64319626899767,0,17.27278068,17.6704972,18.38605119
